durations,speakers,titles,views,hashtags
28:17,Charles Elachi,The story behind the Mars Rovers,570K,"Fascinating, Informative"
16:51,Craig Venter,Sampling the ocean's DNA,569K,"Informative, Fascinating"
 8:27,David Gallo,Deep ocean mysteries and wonders,569K,"Persuasive, Informative"
15:35,Bill Doyle,Treating cancer with electric fields,568K,"Fascinating, Ingenious"
 9:26,Barton Seaver,Sustainable seafood? Let's get smart,568K,"Inspiring, Informative"
16:24,Paul Rothemund,"DNA folding, in detail",568K,"Courageous, Inspiring"
12:28,Thelma Golden,How art gives shape to cultural change,567K,"Fascinating, Informative"
 5:57,Sophal Ear,Escaping the Khmer Rouge,566K,"Informative, Fascinating"
16:32,Kevin Kelly,Technology's epic story,566K,"Beautiful, Fascinating"
28:31,Philip Rosedale,Life in Second Life,565K,"Fascinating, Informative"
16:40,Sivamani,"Rhythm is everything, everywhere",565K,"Ingenious, Inspiring"
17:36,Michael Archer,"How we'll resurrect the gastric brooding frog, the Tasmanian tiger",564K,"Ingenious, Informative"
 2:23,Yves Behar,A supercharged motorcycle design,563K,"Informative, Persuasive"
17:20,Niels Diffrient,Rethinking the way we sit down,562K,"Fascinating, Informative"
 5:25,Jessica Green,Are we filtering the wrong microbes?,562K,"Beautiful, Inspiring"
16:38,Charles Anderson,Dragonflies that fly across oceans,562K,"Informative, Persuasive"
10:06,Vusi Mahlasela,"""Thula Mama""",562K,"Inspiring, Beautiful"
18:14,Rob Dunbar,Discovering ancient climates in oceans and ice,561K,"Informative, Fascinating"
 5:53,Bob Stein,A rite of passage for late life,561K,"Inspiring, Beautiful"
21:05,Seth Berkley,HIV and flu — the vaccine strategy,558K,"Fascinating, Informative"
17:46,Moshe Safdie,Building uniqueness,558K,"Inspiring, Informative"
1h  5m,Richard Feynman,Physics is fun to imagine,558K,"Inspiring, Informative"
10:39,Jeremy Rifkin,The empathic civilization,556K,"Inspiring, Ingenious"
16:31,Dave deBronkart,Meet e-Patient Dave,555K,"Inspiring, Persuasive"
22:15,Bjarke Ingels,Hedonistic sustainability,517K,"Inspiring, Beautiful"
15:31,Peter Diamandis,Our next giant leap,516K,"Inspiring, Beautiful"
20:41,Tod Machover and Dan Ellsey,Inventing instruments that unlock new music,514K,"Fascinating, Informative"
 4:01,Peter Diamandis,Stephen Hawking's zero g flight,514K,"Beautiful, Inspiring"
15:53,Luca Turin,The science of scent,513K,"Inspiring, Courageous"
19:36,Charles Hazlewood,Trusting the ensemble,513K,"Inspiring, Ingenious"
13:38,Nadia Al-Sakkaf,See Yemen through my eyes,513K,"Informative, Persuasive"
11:03,Tomás Saraceno,Would you live in a floating city in the sky?,512K,"Informative, Courageous"
18:01,Sendhil Mullainathan,Solving social problems with a nudge,511K,"Inspiring, Persuasive"
11:20,Chris Nowinski,Can I have your brain? The quest for truth on concussions and CTE,509K,"Informative, Persuasive"
12:44,Ben Cameron,Why the live arts matter,508K,"Persuasive, Informative"
 9:59,Kirk Sorensen,"Thorium, an alternative nuclear fuel",507K,"Beautiful, Inspiring"
16:13,Karina Galperin,Should we simplify spelling?,507K,"Inspiring, Persuasive"
11:17,John Bohannon and Black Label Movement,"Dance vs. powerpoint, a modest proposal",507K,"Fascinating, Inspiring"
12:49,Van Jones,The economic injustice of plastic,507K,"Inspiring, Persuasive"
12:20,Ben Kacyra,Ancient wonders captured in 3D,506K,"Inspiring, Fascinating"
 4:59,Jake Wood,A new mission for veterans — disaster relief,505K,"Courageous, Inspiring"
17:51,Gregory Stock,To upgrade is human,505K,"Inspiring, Ingenious"
10:41,Shaffi Mather,A new way to fight corruption,505K,"Inspiring, Informative"
 9:23,Brenda Romero,Gaming for understanding,504K,"Ingenious, Informative"
 3:50,Pete Alcorn,The world in 2200,504K,"Funny, Beautiful"
16:16,George Whitesides,A lab the size of a postage stamp,503K,"Informative, Ingenious"
 6:14,Jill Sobule and Julia Sweeney,The Jill and Julia Show,501K,"Inspiring, Courageous"
11:41,Steven Schwaitzberg,A universal translator for surgeons,501K,"Informative, Ingenious"
 9:16,Annie Lennox,Why I am an HIV/AIDS activist,499K,"Informative, Persuasive"
 6:51,Kevin Stone,The bio-future of joint replacement,497K,"Fascinating, Informative"
 3:40,Edward Burtynsky,Photographing the landscape of oil,496K,"Informative, Inspiring"
 7:09,Jay Walker,My library of human imagination,496K,"Informative, Fascinating"
 5:05,Shereen El Feki,Pop culture in the Arab world,496K,"Informative, Fascinating"
 4:13,Nina Tandon,Caring for engineered tissue,496K,"Inspiring, Informative"
19:02,Bill Joy,"What I'm worried about, what I'm excited about",496K,"Inspiring, Courageous"
14:26,Sanjay Pradhan,How open data is changing international aid,495K,"Informative, Persuasive"
16:52,Mallika Sarabhai,Dance to change the world,495K,"Informative, Fascinating"
17:32,Stephen Coleman,"Non-lethal weapons, a moral hazard?",492K,"Informative, Persuasive"
13:03,Elizabeth Murchison,Fighting a contagious cancer,491K,"Informative, Fascinating"
11:10,Boghuma Kabisen Titanji,Ethical riddles in HIV research,491K,"Beautiful, Inspiring"
16:46,Simon Berrow,How do you save a shark you know nothing about?,489K,"Inspiring, Courageous"
 4:00,Jakob Trollback,A new kind of music video,488K,"Inspiring, Courageous"
24:50,Neil Turok,My wish: Find the next Einstein in Africa,487K,"Informative, Fascinating"
23:38,Kavita Ramdas,"Radical women, embracing tradition",486K,"Inspiring, Funny"
16:25,Emma Teeling,The secret of the bat genome,485K,"Informative, Persuasive"
14:15,Jim Toomey,Learning from Sherman the shark,485K,"Beautiful, Inspiring"
 9:24,Guy-Philippe Goldstein,How cyberattacks threaten real-world peace,484K,"Informative, Fascinating"
12:45,Felice Belle and Jennifer Murphy,How we became sisters,484K,"Informative, Persuasive"
 4:13,Rachel Pike,The science behind a climate headline,483K,"Informative, Persuasive"
17:14,Lisa Margonelli,The political chemistry of oil,483K,"Inspiring, Beautiful"
18:35,David MacKay,A reality check on renewables,481K,"Informative, Ingenious"
15:56,Antony Gormley,"Sculpted space, within and without",480K,"Funny, Fascinating"
14:29,Saul Griffith,Everyday inventions,479K,"Ingenious, Informative"
1h 27m,Douglas Adams,"Parrots, the universe and everything",478K,"Inspiring, Courageous"
 4:14,Daniel Kraft,A better way to harvest bone marrow,474K,"Inspiring, Beautiful"
20:33,Bruce Feiler,The council of dads,474K,"Funny, Inspiring"
14:19,Gonzalo Vilariño,How Argentina's blind soccer team became champions,471K,"Fascinating, Informative"
17:14,Nathan Myhrvold,"Archeology, animal photography, BBQ ...",471K,"Informative, Fascinating"
16:36,Anders Ynnerman,Visualizing the medical data explosion,470K,"Inspiring, Informative"
17:51,Paul Ewald,Can we domesticate germs?,469K,"Informative, Persuasive"
23:09,Samantha Power,A complicated hero in the war on dictatorship,467K,"Informative, Persuasive"
17:48,Tyrone Hayes and Penelope Jagessar Chaffer,The toxic baby,467K,"Informative, Fascinating"
 9:21,Kim Gorgens,Protecting the brain against concussion,467K,"Informative, Ingenious"
 5:37,Cynthia Schneider,The surprising spread of Idol TV,466K,"Funny, Informative"
 9:13,Paul Romer,The world's first charter city?,465K,"Persuasive, Inspiring"
28:18,Jesse Schell,When games invade real life,464K,"Ingenious, Fascinating"
 5:00,Adong Judith,How I use art to bridge misunderstanding,464K,"Inspiring, Informative"
 3:58,Nick Sears,Demo: The Orb,461K,"Persuasive, Informative"
17:15,Greg Stone,Saving the ocean one island at a time,459K,"Informative, Inspiring"
16:18,Gabe Zichermann,How games make kids smarter,458K,"Informative, Fascinating"
20:06,Brewster Kahle,A free digital library,458K,"Courageous, Inspiring"
 4:36,Mennat El Ghalid,How fungi recognize (and infect) plants,458K,"Inspiring, Beautiful"
14:30,Jorge Ramos,Why journalists have an obligation to challenge power,458K,"Inspiring, Persuasive"
16:47,Feisal Abdul Rauf,"Lose your ego, find your compassion",458K,"Inspiring, Persuasive"
10:19,Leo Igwe,Why I choose humanism over faith,457K,"Beautiful, Funny"
17:04,Jacqueline Novogratz,A third way to think about aid,454K,"Inspiring, Beautiful"
 3:21,Rachelle Garniez and Thomas Dolby,"""La Vie en Rose""",453K,"Inspiring, Beautiful"
18:09,Eva Zeisel,The playful search for beauty,451K,"Inspiring, Courageous"
10:13,Elizabeth Lindsey,Curating humanity's heritage,450K,"Inspiring, Persuasive"
20:18,Christian Picciolini,My descent into America's neo-Nazi movement — and how I got out,449K,"Inspiring, Informative"
12:34,Katherine Fulton,You are the future of philanthropy,449K,"Informative, Persuasive"
 5:07,Nalini Nadkarni,Life science in prison,448K,"Beautiful, Informative"
16:59,James Surowiecki,The power and the danger of online crowds,448K,"Informative, Ingenious"
 6:34,Ravin Agrawal,10 young Indian artists to watch,446K,"Informative, Persuasive"
13:39,Robin Chase,The idea behind Zipcar (and what comes next),446K,"Informative, Fascinating"
 9:16,Nate Silver,Does racism affect how you vote?,443K,"Informative, Persuasive"
21:20,Peter Tyack,The intriguing sound of marine mammals,443K,"Informative, Persuasive"
13:45,Sebastián Bortnik,The conversation we're not having about digital child abuse,442K,"Persuasive, Informative"
21:05,Laurie Garrett,Lessons from the 1918 flu,441K,"Beautiful, Inspiring"
19:29,Jason Clay,How big brands can help save biodiversity,441K,"Beautiful, Inspiring"
 5:12,Eddi Reader and Thomas Dolby,"""What You've Got""",440K,"Funny, Inspiring"
13:21,Tom Shannon and John Hockenberry,The painter and the pendulum,440K,"Informative, Persuasive"
 3:22,Andy Hobsbawm,Do the green thing,440K,"Ingenious, Fascinating"
11:53,Evgeny Morozov,How the Net aids dictatorships,438K,"Beautiful, Inspiring"
18:04,Mathieu Lehanneur,Science-inspired design,437K,"Fascinating, Inspiring"
 4:59,Vusi Mahlasela,"""Woza""",437K,"Informative, Ingenious"
16:51,Alwar Balasubramaniam,Art of substance and absence,436K,"Inspiring, Informative"
19:55,Danny Hillis,Understanding cancer through proteomics,433K,"Ingenious, Fascinating"
21:01,Larry Brilliant,The case for optimism,431K,"Informative, Inspiring"
18:27,Caleb Chung,"Playtime with Pleo, your robotic dinosaur friend",431K,"Fascinating, Informative"
 5:52,James Nachtwey,Moving photos of extreme drug-resistant TB,430K,"Inspiring, Fascinating"
15:39,Paul Moller,My dream of a flying car,425K,"Inspiring, Beautiful"
16:30,Nalini Nadkarni,Conserving the canopy,424K,"Fascinating, Inspiring"
 4:28,Asher Hasan,My message of peace from Pakistan,423K,"Inspiring, Courageous"
 3:22,Steve Jurvetson,Model rocketry,423K,"Beautiful, Fascinating"
 4:02,Kartick Satyanarayan,"How we rescued the ""dancing bears""",421K,"Inspiring, Courageous"
13:34,Vishal Vaid,Hypnotic South Asian improv music,421K,"Ingenious, Inspiring"
14:08,Soka Moses,"For survivors of Ebola, the crisis isn't over",421K,"Fascinating, Ingenious"
19:50,Natalie Jeremijenko,The art of the eco-mindshift,420K,"Fascinating, Ingenious"
 4:59,Paul Rothemund,Playing with DNA that self-assembles,420K,"Informative, Courageous"
15:46,Keith Schacht and Zach Kaplan,Toys and materials from the future,418K,"Fascinating, Informative"
 3:05,Cameron Sinclair,The refugees of boom-and-bust,417K,"Beautiful, Inspiring"
13:39,Gabriela González,How LIGO discovered gravitational waves — and what might be next,416K,"Persuasive, Informative"
10:40,Raul Midon,"""Tembererana""",416K,"Informative, Persuasive"
16:34,Paul Collier,New rules for rebuilding a broken nation,416K,"Informative, Ingenious"
15:45,Timothy Bartik,The economic case for preschool,415K,"Informative, Inspiring"
 3:56,Erik Hersman,Reporting crisis via texting,414K,"Informative, Fascinating"
24:37,David Rockwell,A memorial at Ground Zero,414K,"Ingenious, Informative"
 7:12,Jonathan Drori,Every pollen grain has a story,413K,"Ingenious, Fascinating"
26:49,Robert Fischell,My wish: Three unusual medical inventions,413K,"Funny, Ingenious"
16:05,Joe DeRisi,Solving medical mysteries,412K,"Inspiring, Informative"
13:01,Bruce McCall,What is retro-futurism?,411K,"Fascinating, Informative"
16:40,Nicholas Negroponte,"One Laptop per Child, two years on",410K,"Beautiful, Inspiring"
15:04,Ariel Garten,"Know thyself, with a brain scanner",410K,"Beautiful, Fascinating"
 7:39,Caroline Lavelle,Casting a spell on the cello,409K,"Fascinating, Informative"
10:54,Claron McFadden,Singing the primal mystery,409K,"Beautiful, Inspiring"
54:56,Michael Sandel,What's the right thing to do?,408K,"Informative, Inspiring"
 4:36,Nora York,"Singing ""What I Want""",407K,"Persuasive, Funny"
17:18,Romulus Whitaker,The real danger lurking in the water,406K,"Inspiring, Informative"
15:57,Tyler Cowen,Be suspicious of simple stories,404K,"Ingenious, Fascinating"
 8:36,Jarreth Merz,Filming democracy in Ghana,404K,"Inspiring, Courageous"
10:01,Sheila Nirenberg,A prosthetic eye to treat blindness,403K,"Inspiring, Informative"
25:38,Jehane Noujaim,My wish: A global day of film,403K,"Inspiring, Fascinating"
11:43,Dyan deNapoli,The great penguin rescue,403K,"Funny, Persuasive"
15:14,Milton Glaser,Using design to make ideas new,402K,"Beautiful, Inspiring"
10:42,Chuck Nice,A funny look at the unintended consequences of technology,401K,"Informative, Courageous"
 4:15,Eric Whitacre,A choir as big as the Internet,401K,"Informative, Fascinating"
16:46,Inés Hercovich,Why women stay silent after sexual assault,401K,"Courageous, Inspiring"
21:26,Barry Schuler,Genomics 101,401K,"Inspiring, Informative"
18:18,Corneille Ewango,A hero of the Congo forest,400K,"Informative, Persuasive"
17:10,Judith Heumann,Our fight for disability rights — and why we're not done yet,399K,"Inspiring, Beautiful"
11:16,Ellen 't Hoen,"Pool medical patents, save lives",398K,"Beautiful, Fascinating"
14:39,Natasha Tsakos,A multimedia theatrical adventure,398K,"Informative, Persuasive"
 4:54,Eric Lewis,Chaos and harmony on piano,395K,"Beautiful, Inspiring"
15:07,Noah Feldman,Politics and religion are technologies,395K,"Persuasive, Informative"
 3:34,Ethel,"A string quartet plays ""Blue Room""",395K,"Persuasive, Informative"
18:45,Lawrence Lessig,Re-examining the remix,394K,"Informative, Inspiring"
16:41,Eric Dishman,Take health care off the mainframe,392K,"Informative, Ingenious"
13:08,Brenda Laurel,Why not make video games for girls?,391K,"Inspiring, Informative"
 6:51,Danny Hillis,Should we create a solar shade to cool the earth?,389K,"Informative, Fascinating"
17:37,Nicholas Negroponte,One Laptop per Child,387K,"Fascinating, Beautiful"
16:15,Virginia Postrel,On glamour,387K,"Fascinating, Beautiful"
10:44,George Steinmetz,"Photos of Africa, taken from a flying lawn chair",384K,"Inspiring, Persuasive"
 2:58,Bruno Bowden and Rufus Cappadocia,Watch me fold origami (blindfolded),381K,"Inspiring, Beautiful"
16:43,Ernest Madu,World-class health care,381K,"Fascinating, Ingenious"
15:37,Rob Forbes,Ways of seeing,380K,"Informative, Persuasive"
12:11,Graham Hawkes,A flight through the ocean,380K,"Informative, Persuasive"
15:23,Shimon Steinberg,Natural pest control ... using bugs!,379K,"Inspiring, Courageous"
 9:44,Erica Stone,Academic research is publicly funded — why isn't it publicly available?,379K,"Inspiring, Informative"
11:13,Ramona Pierson,An unexpected place of healing,378K,"Courageous, Informative"
19:01,Euvin Naidoo,Why invest in Africa,374K,"Informative, Persuasive"
 4:37,Kristen Ashburn,The face of AIDS in Africa,373K,"Funny, Ingenious"
15:42,Stephen Palumbi,Hidden toxins in the fish we eat,372K,"Informative, Inspiring"
17:21,They Might Be Giants,Wake up! It's They Might Be Giants!,371K,"Ingenious, Informative"
15:09,Dee Boersma,Pay attention to penguins,370K,"Inspiring, Fascinating"
 3:37,Sonaar Luthra,Meet the Water Canary,369K,"Fascinating, Informative"
17:09,Ken Goldberg,4 lessons from robots about being human,369K,"Inspiring, Beautiful"
